Committee_Name,Report_Year,Report_Type,Is Amendment,, 
FRIENDS FOR DENNIS WICKER COMM,2000,Third Quarter,X,,
FRIENDS FOR DENNIS WICKER COMM,2001,Year End Semi-Annual,X,,
FRIENDS FOR DENNIS WICKER COMM,2002,Mid Year Semi-Annual,,,
FRIENDS FOR DENNIS WICKER COMM,2003,Final,,,
FRIENDS FOR DENNIS WICKER COMM,2003,Final,X,,
FRIENDS FOR DENNIS WICKER COMM,2003,Mid Year Semi-Annual,,,
FRIENDS FOR DENNIS WICKER COMM,2003,Year End Semi-Annual,,,
FRIENDS FOR DENNIS WICKER COMM,2009,Mid Year Semi-Annual,,,
FRIENDS FOR DENNIS WICKER COMM,2009,Year End Semi-Annual,,,
FRIENDS FOR DENNIS WICKER COMM,2010,Final,,,
FRIENDS FOR DENNIS WICKER COMMITTEE,2006,Fourth Quarter,X,,
FRIENDS FOR FRANK R PARRISH,2002,First Quarter,,,
FRIENDS FOR FRANK ROLAND PARRISH,2010,First Quarter,,,
FRIENDS FOR FRANK ROLAND PARRISH,2010,Organizational,,,
FRIENDS FOR FRANK ROLAND PARRISH,2010,Second Quarter,,,
FRIENDS FOR FREDA BLACK ,2006,Final,X,,
FRIENDS FOR FREDA BLACK ,2006,First Quarter,X,,
FRIENDS FOR FREDA BLACK ,2007,First Quarter,X,,
FRIENDS FOR JANE HIPPS,2014,First Quarter,,,
FRIENDS FOR JANE HIPPS,2014,Fourth Quarter,,,
FRIENDS FOR JANE HIPPS,2014,Organizational,,,
FRIENDS FOR JANE HIPPS,2014,Second Quarter,,,
FRIENDS FOR JANE HIPPS,2014,Third Quarter,,,
FRIENDS FOR JANE HIPPS,2014,Third Quarter,X,,
FRIENDS FOR JANE HIPPS,2016,First Quarter,,,
FRIENDS FOR JANE HIPPS,2016,Second Quarter,,,
FRIENDS FOR JANE HIPPS,2016,Third Quarter,X,,
FRIENDS FOR SYDNEY BATCH,2017,Organizational,,,
FRIENDS FOR SYDNEY BATCH,2017,Year End Semi-Annual,,,
FRIENDS FOR SYDNEY BATCH,2018,First Quarter,,,
FRIENDS FOR SYDNEY BATCH,2018,Second Quarter,,,
FRIENDS FOR SYDNEY BATCH,2018,Third Quarter,,,
FRIENDS OF ANNE MIDDLETON,2017,Special,,,
FRIENDS OF ART PAC,2002,Fourth Quarter,X,,
FRIENDS OF ART PAC,2006,Fourth Quarter,,,
FRIENDS OF ART PAC,2009,Mid Year Semi-Annual,,,
FRIENDS OF ART PAC,2009,Year End Semi-Annual,,,
FRIENDS OF BEAUFORT PAC,2007,Year End Semi-Annual,X,,
FRIENDS OF BILLY MADDALON,2015,Organizational,X,,
FRIENDS OF BILLY MADDALON,2016,First Quarter,,,
FRIENDS OF BOBBY MILLS 4 NC HOUSE,2013,Organizational,,,
FRIENDS OF BOBBY MILLS 4 NC HOUSE,2013,Organizational,X,,
FRIENDS OF BOBBY MILLS 4 NC HOUSE,2013,Year End Semi-Annual,,,
FRIENDS OF BOBBY MILLS 4 NC HOUSE,2013,Year End Semi-Annual,X,,
FRIENDS OF BOBBY MILLS 4 NC HOUSE,2014,First Quarter,,,
FRIENDS OF BOBBY MILLS 4 NC HOUSE,2014,Second Quarter,,,
FRIENDS OF BOBBY MILLS 4 NC HOUSE,2014,Third Quarter,,,
FRIENDS OF BRENDA POLLARD,2000,Year End Semi-Annual,,,
FRIENDS OF BRYAN GOSSAGE,2009,Mid Year Semi-Annual,,,
FRIENDS OF BRYAN GOSSAGE,2009,Mid Year Semi-Annual,X,,
FRIENDS OF BRYAN GOSSAGE,2009,Year End Semi-Annual,,,
FRIENDS OF BRYAN GOSSAGE,2010,Mid Year Semi-Annual,,,
Friends of CCA-NC PAC,2007,Mid Year Semi-Annual,X,,
Friends of CCA-NC PAC,2007,Year End Semi-Annual,X,,
Friends of CCA-NC PAC,2008,First Quarter,X,,
Friends of CCA-NC PAC,2008,Second Quarter,X,,
FRIENDS OF CCA-NC PAC,2009,Mid Year Semi-Annual,,,
FRIENDS OF CCA-NC PAC,2009,Year End Semi-Annual,,,
FRIENDS OF CCA-NC PAC,2010,First Quarter,,,
FRIENDS OF CCA-NC PAC,2010,Fourth Quarter,,,
FRIENDS OF CCA-NC PAC,2010,Second Quarter,,,
FRIENDS OF CCA-NC PAC,2010,Third Quarter,,,
FRIENDS OF CCA-NC PAC,2011,First Quarter,,,
FRIENDS OF CCA-NC PAC,2011,Mid Year Semi-Annual,,,
FRIENDS OF CCA-NC PAC,2011,Mid Year Semi-Annual,X,,
FRIENDS OF CCA-NC PAC,2011,Third Quarter,,,
FRIENDS OF CCA-NC PAC,2011,Year End Semi-Annual,,,
FRIENDS OF CCA-NC PAC,2012,First Quarter,,,
FRIENDS OF CCA-NC PAC,2012,Second Quarter,,,
FRIENDS OF CCA-NC PAC,2012,Third Quarter,,,
FRIENDS OF CCA-NC PAC,2012,Year End Semi-Annual,,,
FRIENDS OF CCA-NC PAC,2013,Mid Year Semi-Annual,,,
FRIENDS OF CCA-NC PAC,2013,Year End Semi-Annual,,,
FRIENDS OF CCA-NC PAC,2014,First Quarter,,,
FRIENDS OF CCA-NC PAC,2014,Fourth Quarter,,,
FRIENDS OF CCA-NC PAC,2014,Second Quarter,,,
FRIENDS OF CCA-NC PAC,2014,Third Quarter,,,
FRIENDS OF CCA-NC PAC,2015,Mid Year Semi-Annual,,,
FRIENDS OF CCA-NC PAC,2015,Year End Semi-Annual,,,
FRIENDS OF CCA-NC PAC,2016,First Quarter,,,
FRIENDS OF CCA-NC PAC,2016,Fourth Quarter,,,
FRIENDS OF CCA-NC PAC,2016,Second Quarter,,,
FRIENDS OF CCA-NC PAC,2016,Third Quarter,,,
FRIENDS OF CHIEF JUSTICE FRYE,2000,Year End Semi-Annual,X,,
FRIENDS OF CME (COLVIN MORGAN EDWARDS),2010,First Quarter,,,
FRIENDS OF CME (COLVIN MORGAN EDWARDS),2010,First Quarter,X,,
FRIENDS OF CME (COLVIN MORGAN EDWARDS),2010,Fourth Quarter,,,
FRIENDS OF CME (COLVIN MORGAN EDWARDS),2010,Organizational,,,
FRIENDS OF CME (COLVIN MORGAN EDWARDS),2010,Second Quarter,,,
FRIENDS OF CME (COLVIN MORGAN EDWARDS),2010,Second Quarter,X,,
FRIENDS OF CME (COLVIN MORGAN EDWARDS),2010,Third Quarter,,,
FRIENDS OF CME (COLVIN MORGAN EDWARDS),2011,Mid Year Semi-Annual,,,
FRIENDS OF COMMUNITY COLLEGE PAC,2013,Year End Semi-Annual,,,
FRIENDS OF COMMUNITY COLLEGE PAC,2014,First Quarter,,,
FRIENDS OF COMMUNITY COLLEGE PAC,2014,Fourth Quarter,X,,
FRIENDS OF COMMUNITY COLLEGE PAC,2014,Second Quarter,,,
FRIENDS OF COMMUNITY COLLEGE PAC,2014,Third Quarter,,,
FRIENDS OF COMMUNITY COLLEGES PAC,2020,Fourth Quarter,,,
FRIENDS OF COMMUNITY COLLEGES PAC,2020,Fourth Quarter,X,,
FRIENDS OF COMMUNITY COLLEGES PAC,2020,Second Quarter,,,
FRIENDS OF CONNIE GREEN-JOHNSON,2015,Organizational,,,
FRIENDS OF CONNIE GREEN-JOHNSON,2016,First Quarter,,,
FRIENDS OF DAN KUEHNERT FOR JUDGE,2014,First Quarter,,,
FRIENDS OF DAN KUEHNERT FOR JUDGE,2014,Fourth Quarter,,,
FRIENDS OF DAN KUEHNERT FOR JUDGE,2014,Organizational,,,
FRIENDS OF DAN KUEHNERT FOR JUDGE,2014,Second Quarter,,,
FRIENDS OF DAN KUEHNERT FOR JUDGE,2014,Third Quarter,,,
FRIENDS OF DAN KUEHNERT FOR JUDGE,2017,Special,,,
FRIENDS OF DAVID ROUZER COMM,2008,Fourth Quarter,X,,
NORTH WEST RW,2016,Second Quarter,X,,
NORTH WEST RW,2019,Mid Year Semi-Annual,,,
NORTH WEST RW,2019,Year End Semi-Annual,,,
NORTH WEST RW,2019,Year End Semi-Annual,X,,
NORTH WEST RW,2020,First Quarter,,,
NORTH WEST RW,2020,Fourth Quarter,,,
NORTH WEST RW,2020,Second Quarter,,,
NORTH WEST RW,2020,Third Quarter,,,
NORTHAMPTON AFRICAN AMERICAN CAUCUS OF THE DEM PARTY,2004,First Quarter,,,
NORTHAMPTON AFRICAN AMERICAN CAUCUS OF THE DEM PARTY,2004,Organizational,,,
NORTHAMPTON AFRICAN AMERICAN CAUCUS OF THE DEM PARTY,2004,Second Quarter,,,
NORTHAMPTON AFRICAN AMERICAN CAUCUS OF THE DEM PARTY,2004,Second Quarter,X,,
NORTHAMPTON AFRICAN AMERICAN CAUCUS OF THE DEM PARTY,2004,Third Quarter,,,
NORTHAMPTON AFRICAN AMERICAN CAUCUS OF THE DEM PARTY,2005,First Quarter,,,
NORTHAMPTON AFRICAN AMERICAN CAUCUS OF THE DEM PARTY,2006,Fourth Quarter,,,
NORTHAMPTON AFRICAN AMERICAN CAUCUS OF THE DEM PARTY,2007,Mid Year Semi-Annual,,,
NORTHAMPTON AFRICAN AMERICAN CAUCUS OF THE DEM PARTY,2007,Year End Semi-Annual,,,
NORTHAMPTON COUNTY BLACK CAUCUS,2015,Year End Semi-Annual,,,
NORTHAMPTON COUNTY BLACK CAUCUS,2016,First Quarter,,,
NORTHAMPTON COUNTY BLACK CAUCUS,2016,Fourth Quarter,,,
NORTHAMPTON COUNTY BLACK CAUCUS,2016,Third Quarter,,,
NORTHAMPTON COUNTY BLACK CAUCUS,2019,Mid Year Semi-Annual,,,
NORTHAMPTON COUNTY BLACK CAUCUS,2019,Year End Semi-Annual,,,
NORTHAMPTON COUNTY BLACK CAUCUS,2020,First Quarter,,,
NORTHAMPTON COUNTY BLACK CAUCUS,2020,Fourth Quarter,,,
NORTHAMPTON CTY BLACK CAUCUS,2004,Fourth Quarter,X,,
NORTHAMPTON CTY BLACK CAUCUS,2004,Third Quarter,X,,
NORTHAMPTON CTY BLACK CAUCUS,2006,Third Quarter,,,
NORTHAMPTON CTY BLACK CAUCUS,2008,Fourth Quarter,,,
NORTHAMPTON CTY BLACK CAUCUS,2008,Second Quarter,,,
NORTHAMPTON CTY BLACK CAUCUS,2008,Third Quarter,,,
NORTHAMPTON CTY BLACK CAUCUS,2009,Mid Year Semi-Annual,,,
NORTHAMPTON CTY BLACK CAUCUS,2009,Year End Semi-Annual,,,
NORTHAMPTON CTY BLACK CAUCUS,2010,First Quarter,,,
NORTHAMPTON CTY BLACK CAUCUS,2010,Fourth Quarter,,,
NORTHAMPTON CTY BLACK CAUCUS,2010,Mid Year Semi-Annual,,,
NORTHAMPTON CTY BLACK CAUCUS,2010,Second Quarter,,,
NORTHAMPTON CTY BLACK CAUCUS,2010,Third Quarter,,,
NORTHAMPTON CTY BLACK CAUCUS,2011,Mid Year Semi-Annual,,,
NORTHAMPTON CTY BLACK CAUCUS,2011,Year End Semi-Annual,,,
NORTHAMPTON CTY BLACK CAUCUS,2011,Year End Semi-Annual,X,,
NORTHAMPTON CTY BLACK CAUCUS,2012,First Quarter,,,
NORTHAMPTON CTY BLACK CAUCUS,2012,Fourth Quarter,,,
NORTHAMPTON CTY BLACK CAUCUS,2012,Second Quarter,,,
NORTHAMPTON CTY BLACK CAUCUS,2012,Third Quarter,,,
NORTHAMPTON CTY BLACK CAUCUS,2013,Mid Year Semi-Annual,,,
NORTHAMPTON CTY BLACK CAUCUS,2013,Mid Year Semi-Annual,X,,
NORTHAMPTON CTY BLACK CAUCUS,2013,Year End Semi-Annual,,,
NORTHAMPTON CTY BLACK CAUCUS,2014,First Quarter,,,
NORTHAMPTON CTY BLACK CAUCUS,2014,Fourth Quarter,,,
NORTHAMPTON CTY BLACK CAUCUS,2014,Second Quarter,,,
NORTHAMPTON CTY BLACK CAUCUS,2014,Third Quarter,,,
NORTHAMPTON CTY BLACK CAUCUS,2014,Third Quarter,X,,
NORTHAMPTON CTY BLACK CAUCUS,2015,Mid Year Semi-Annual,,,
NORTHAMPTON DEC,2008,Fourth Quarter,,,
NORTHAMPTON DEC,2008,Third Quarter,,,
NORTHAMPTON DEC,2008,Third Quarter,X,,
NORTHAMPTON DEC,2012,First Quarter,,,
NORTHAMPTON DEC,2012,Fourth Quarter,,,
NORTHAMPTON DEC,2012,Second Quarter,,,
NORTHAMPTON DEC,2012,Third Quarter,,,
NORTHAMPTON DEC,2013,Mid Year Semi-Annual,,,
NORTHAMPTON DEC,2013,Year End Semi-Annual,,,
NORTHAMPTON DEC,2014,First Quarter,,,
NORTHAMPTON DEC,2014,Fourth Quarter,,,
NORTHAMPTON DEC,2014,Second Quarter,,,
NORTHAMPTON DEC,2014,Third Quarter,,,
NORTHAMPTON REC,2011,Year End Semi-Annual,,,
NORTHERN GUILFORD CTY CONSERVATIVE REP CLUB,2009,Organizational,,,
NORTHERN GUILFORD CTY CONSERVATIVE REP CLUB,2009,Organizational,X,,
NORTHERN GUILFORD CTY CONSERVATIVE REP CLUB,2009,Year End Semi-Annual,,,
NORTHERN GUILFORD CTY CONSERVATIVE REP CLUB,2010,First Quarter,,,
NORTHERN ORANGE BLACK VOTERS ALLIANCE,2009,Year End Semi-Annual,,,
NORTHERN ORANGE BLACK VOTERS ALLIANCE,2010,First Quarter,,,
NORTHERN ORANGE BLACK VOTERS ALLIANCE,2010,Fourth Quarter,,,
NORTHERN ORANGE BLACK VOTERS ALLIANCE,2010,Fourth Quarter,X,,
NORTHERN ORANGE BLACK VOTERS ALLIANCE,2010,Second Quarter,,,
NORTHERN ORANGE BLACK VOTERS ALLIANCE,2010,Third Quarter,,,
NORTHERN ORANGE BLACK VOTERS ALLIANCE,2011,Mid Year Semi-Annual,,,
NORTHERN ORANGE BLACK VOTERS ALLIANCE,2011,Year End Semi-Annual,,,
NORTHERN ORANGE BLACK VOTERS ALLIANCE,2011,Year End Semi-Annual,X,,
NORTHERN ORANGE BLACK VOTERS ALLIANCE,2012,First Quarter,,,
NORTHERN ORANGE BLACK VOTERS ALLIANCE,2012,Fourth Quarter,,,
NORTHERN ORANGE BLACK VOTERS ALLIANCE,2012,Second Quarter,,,
NORTHERN ORANGE BLACK VOTERS ALLIANCE,2012,Third Quarter,,,
NORTHERN ORANGE BLACK VOTERS ALLIANCE,2013,Mid Year Semi-Annual,,,
NORTHERN ORANGE BLACK VOTERS ALLIANCE,2013,Year End Semi-Annual,,,
NORTHERN ORANGE BLACK VOTERS ALLIANCE,2014,First Quarter,,,
NORTHERN ORANGE BLACK VOTERS ALLIANCE,2014,Fourth Quarter,,,
NORTHERN ORANGE BLACK VOTERS ALLIANCE,2014,Second Quarter,,,
NORTHERN ORANGE BLACK VOTERS ALLIANCE,2014,Third Quarter,,,
NORTHERN ORANGE BLACK VOTERS ALLIANCE,2015,Mid Year Semi-Annual,,,
NORTHERN ORANGE BLACK VOTERS ALLIANCE,2015,Year End Semi-Annual,,,
NORTHERN ORANGE BLACK VOTERS ALLIANCE,2016,First Quarter,,,
NORTHERN ORANGE BLACK VOTERS ALLIANCE,2016,Fourth Quarter,,,
NORTHERN ORANGE BLACK VOTERS ALLIANCE,2016,Second Quarter,,,
NORTHERN ORANGE BLACK VOTERS ALLIANCE,2016,Third Quarter,,,
NORTHERN ORANGE BLACK VOTERS ALLIANCE,2019,Mid Year Semi-Annual,,,
NORTHERN ORANGE BLACK VOTERS ALLIANCE,2019,Year End Semi-Annual,,,
NORTHERN ORANGE BLACK VOTERS ALLIANCE,2019,Year End Semi-Annual,X,,
NORTHERN ORANGE BLACK VOTERS ALLIANCE,2020,First Quarter,,,
NORTHERN ORANGE BLACK VOTERS ALLIANCE,2020,Fourth Quarter,,,
NORTHERN ORANGE BLACK VOTERS ALLIANCE,2020,Third Quarter,,,
NORTHERN ORANGE RW PAC,2009,Organizational,,,
NORTHERN ORANGE RW PAC,2009,Year End Semi-Annual,,,
NORTHERN ORANGE RW PAC,2010,First Quarter,,,
NORTHERN ORANGE RW PAC,2010,First Quarter,X,,
NORTHERN ORANGE RW PAC,2010,Fourth Quarter,,,
NORTHERN ORANGE RW PAC,2010,Second Quarter,,,
NORTHERN ORANGE RW PAC,2010,Second Quarter,X,,
NORTHERN ORANGE RW PAC,2010,Third Quarter,,,
NORTHERN ORANGE RW PAC,2011,Final,,,
NORTHERN ORANGE RW PAC,2011,Final,X,,
NORTHERN WAKE REP CLUB ,2009,Mid Year Semi-Annual,,,
NORTHERN WAKE REPUBLICAN CLUB ,2008,Fourth Quarter,,,
NORTHWEST RW,2014,Fourth Quarter,,,
NORTHWEST RW,2014,Organizational,,,
NORTHWEST RW,2014,Second Quarter,,,
NORTHWEST RW,2014,Third Quarter,,,
NORTHWEST RW,2014,Third Quarter,X,,
NORTHWEST RW,2015,Mid Year Semi-Annual,,,
NORTHWEST RW,2015,Year End Semi-Annual,,,
NOVARTIS CORP PAC,2010,First Quarter,,,
NOVARTIS CORP PAC,2010,Fourth Quarter,,,
NOVARTIS CORP PAC,2010,Second Quarter,,,
NOVARTIS CORP PAC,2010,Third Quarter,,,
NOVARTIS CORP PAC,2011,Mid Year Semi-Annual,,,
NOVARTIS CORP PAC,2012,Fourth Quarter,,,
NOVARTIS CORP PAC,2012,Second Quarter,,,
NOVARTIS CORP PAC,2019,Mid Year Semi-Annual,,,
NOVARTIS CORP PAC,2020,First Quarter,,,
NOVARTIS CORP PAC,2020,Second Quarter,,,
NOVARTIS EMPL GOOD GOVT FUND,2009,Year End Semi-Annual,,,
NOW OR NEVER NC,2014,Organizational,,,
NOW OR NEVER NC,2015,Mid Year Semi-Annual,,,
NRA POL VICTORY FUND,2009,Year End Semi-Annual,,,
NRA POL VICTORY FUND,2010,First Quarter,,,
NRA POL VICTORY FUND,2010,Fourth Quarter,,,
NRA POL VICTORY FUND,2010,Second Quarter,,,
NRA POL VICTORY FUND,2010,Third Quarter,,,
NRA POL VICTORY FUND,2011,Mid Year Semi-Annual,,,
NRA POL VICTORY FUND,2011,Year End Semi-Annual,,,
NRA POL VICTORY FUND,2012,First Quarter,,,
NRA POL VICTORY FUND,2012,Fourth Quarter,,,
NRA POL VICTORY FUND,2012,Independent Expenditure Report,,,
NRA POL VICTORY FUND,2012,Second Quarter,,,
NRA POL VICTORY FUND,2012,Third Quarter,,,
NRA POL VICTORY FUND,2020,Second Quarter,,,
NUCOR CORP PAC,2009,Year End Semi-Annual,,,
NUCOR CORP PAC,2010,First Quarter,,,
NUCOR CORP PAC,2010,Fourth Quarter,,,
NUCOR CORP PAC,2010,Second Quarter,,,
NUCOR CORP PAC,2010,Third Quarter,,,
NUCOR CORP PAC,2011,Mid Year Semi-Annual,,,
NUCOR CORP PAC,2011,Year End Semi-Annual,,,
NUCOR CORP PAC,2012,First Quarter,,,
NUCOR CORP PAC,2012,Fourth Quarter,,,
NUCOR CORP PAC,2012,Second Quarter,,,
NUCOR CORP PAC,2012,Third Quarter,,,
NUCOR CORP PAC,2017,Year End Semi-Annual,X,,
"NUTRIEN AG SOLUTIONS EMPLOYEE CITIZENSHIP FUND POLITICAL ACTION COMMITTEE ('NUTRIEN CITIZENSHIP FUND PAC"")",2019,Mid Year Semi-Annual,,,
"NUTRIEN AG SOLUTIONS EMPLOYEE CITIZENSHIP FUND POLITICAL ACTION COMMITTEE ('NUTRIEN CITIZENSHIP FUND PAC"")",2019,Year End Semi-Annual,,,
"NUTRIEN AG SOLUTIONS EMPLOYEE CITIZENSHIP FUND POLITICAL ACTION COMMITTEE ('NUTRIEN CITIZENSHIP FUND PAC"")",2019,Year End Semi-Annual,X,,
"NUTRIEN AG SOLUTIONS EMPLOYEE CITIZENSHIP FUND POLITICAL ACTION COMMITTEE ('NUTRIEN CITIZENSHIP FUND PAC"")",2020,First Quarter,,,
"NUTRIEN AG SOLUTIONS EMPLOYEE CITIZENSHIP FUND POLITICAL ACTION COMMITTEE ('NUTRIEN CITIZENSHIP FUND PAC"")",2020,First Quarter,X,,
"NUTRIEN AG SOLUTIONS EMPLOYEE CITIZENSHIP FUND POLITICAL ACTION COMMITTEE ('NUTRIEN CITIZENSHIP FUND PAC"")",2020,Fourth Quarter,,,
"NUTRIEN AG SOLUTIONS EMPLOYEE CITIZENSHIP FUND POLITICAL ACTION COMMITTEE ('NUTRIEN CITIZENSHIP FUND PAC"")",2020,Third Quarter,,,
OAK GROVE BAPTIST CHURCH,2012,Independent Expenditure Report,,,
OAKES FOR SENATE,2019,Mid Year Semi-Annual,,,
OAKES FOR SENATE,2019,Year End Semi-Annual,,,
OAKES FOR SENATE,2020,First Quarter,,,
OAKES FOR SENATE,2020,Fourth Quarter,,,
OAKES FOR SENATE,2020,Second Quarter,,,
OAKES FOR SENATE,2020,Third Quarter,,,
OBAMA FOR AMERICA,2011,Year End Semi-Annual,,,
OBAMA FOR AMERICA,2012,First Quarter,,,
OBAMA FOR AMERICA,2012,Fourth Quarter,,,
OBAMA FOR AMERICA,2012,Fourth Quarter,X,,
OBAMA FOR AMERICA,2012,Second Quarter,,,
OBAMA FOR AMERICA,2012,Second Quarter,X,,
OBAMA FOR AMERICA,2012,Third Quarter,,,
OBX TEA PARTY PAC,2012,Organizational,,,
OBX TEA PARTY PAC,2012,Second Quarter,,,
OBX TEA PARTY PAC,2012,Third Quarter,,,
ODOM FOR US SENATE,2004,Final,,,
ODOM FOR US SENATE,2004,First Quarter,,,
ODOM FOR US SENATE,2004,First Quarter,X,,
ODOM FOR US SENATE,2004,Organizational,,,
ODOM FOR US SENATE,2004,Second Quarter,,,
OFFICIAL CONSERVATIVE BALLOT COMMITTEE OF NC,2020,First Quarter,,,
OFFICIAL CONSERVATIVE BALLOT COMMITTEE OF NC,2020,Fourth Quarter,,,
OFFICIAL CONSERVATIVE BALLOT COMMITTEE OF NC,2020,Second Quarter,,,
OFFICIAL CONSERVATIVE BALLOT COMMITTEE OF NC,2020,Third Quarter,,,
OLD DOMINION FREIGHT LINE INC PAC,2012,Fourth Quarter,,,
OLD DOMINION FREIGHT LINE INC PAC,2012,Third Quarter,,,
OLD DOMINION FREIGHT LINE INC PAC,2017,Mid Year Semi-Annual,,,
OLD DOMINION FREIGHT LINE INC PAC,2019,Mid Year Semi-Annual,,,
OLD DOMINION FREIGHT LINE INC PAC,2019,Year End Semi-Annual,,,
OLD DOMINION FREIGHT LINE INC PAC,2020,First Quarter,,,
OLD DOMINION FREIGHT LINE INC PAC,2020,Fourth Quarter,,,
OLD DOMINION FREIGHT LINE INC PAC,2020,Second Quarter,,,
OLD DOMINION FREIGHT LINE INC PAC,2020,Third Quarter,,,
OLD DOMINION PAC,2012,Second Quarter,,,
OLD NORTH PAC,2020,Independent Expenditure Report,,,
OLD NORTH PAC,2020,Independent Expenditure Report,X,,
OLDCASTLE MATERIALS INC PAC,2008,Third Quarter,,,
ONE VOTE AT A TIME NORTH CAROLINA,2018,Organizational,,,
ONE VOTE AT A TIME VICTORY FUND,2018,Organizational,,,
ONE VOTE AT A TIME VICTORY FUND,2018,Organizational,X,,
"ONEMAIN HOLDINGS, INC. PAC",2019,Year End Semi-Annual,,,
"ONEMAIN HOLDINGS, INC. PAC",2020,First Quarter,,,
"ONEMAIN HOLDINGS, INC. PAC",2020,Fourth Quarter,,,
"ONEMAIN HOLDINGS, INC. PAC",2020,Third Quarter,,,
ONLY IF YOU RUN PAC,2018,Third Quarter,X,,
ONLY IF YOU RUN PAC,2020,Fourth Quarter,,,
ONLY IF YOU RUN PAC,2020,Second Quarter,,,
ONLY IF YOU RUN PAC,2020,Third Quarter,,,
ONSLOW COUNTY REPUBLICAN WOMENS CLUB,2016,First Quarter,,,
ONSLOW COUNTY REPUBLICAN WOMENS CLUB,2016,Fourth Quarter,,,
ONSLOW COUNTY REPUBLICAN WOMENS CLUB,2016,Third Quarter,,,
ONSLOW COUNTY REPUBLICAN WOMENS CLUB,2020,Second Quarter,,,
ONSLOW CTY PAC,2008,Fourth Quarter,,,
ONSLOW CTY PAC,2008,Second Quarter,,,
ONSLOW CTY PAC,2008,Third Quarter,,,
ONSLOW CTY PAC,2008,Third Quarter,X,,
ONSLOW CTY PAC,2009,Mid Year Semi-Annual,,,
ONSLOW CTY PAC,2009,Year End Semi-Annual,,,
ONSLOW CTY PAC,2010,First Quarter,,,
ONSLOW CTY PAC,2010,First Quarter,X,,
ONSLOW CTY PAC,2010,Fourth Quarter,,,
ONSLOW CTY PAC,2010,Second Quarter,,,
ONSLOW CTY PAC,2010,Second Quarter,X,,
ONSLOW CTY PAC,2010,Third Quarter,,,
ONSLOW CTY PAC,2010,Third Quarter,X,,
ONSLOW CTY PAC,2010,Year End Semi-Annual,,,
ONSLOW CTY PAC,2011,Mid Year Semi-Annual,,,
ONSLOW CTY PAC,2011,Year End Semi-Annual,,,
ONSLOW CTY PAC,2012,First Quarter,,,
ONSLOW CTY PAC,2012,Fourth Quarter,,,
ONSLOW CTY PAC,2012,Second Quarter,,,
ONSLOW CTY PAC,2012,Third Quarter,,,
ONSLOW CTY PAC,2014,Fourth Quarter,X,,
ONSLOW CTY PAC,2016,First Quarter,,,
ONSLOW CTY PAC,2016,Fourth Quarter,,,
ONSLOW CTY PAC,2016,Second Quarter,,,
ONSLOW CTY PAC,2016,Third Quarter,,,
ONSLOW CTY PAC,2016,Year End Semi-Annual,,,
ONSLOW CTY PAC,2017,Year End Semi-Annual,X,,
ONSLOW CTY PAC,2018,First Quarter,X,,
ONSLOW CTY PAC,2018,Fourth Quarter,X,,
ONSLOW DEC,2009,Year End Semi-Annual,,,
ONSLOW DEC,2010,First Quarter,,,
ONSLOW DEC,2010,Fourth Quarter,,,
ONSLOW DEC,2010,Mid Year Semi-Annual,,,
ONSLOW DEC,2010,Second Quarter,X,,
ONSLOW DEC,2010,Third Quarter,,,
ONSLOW DEC,2010,Year End Semi-Annual,,,
ONSLOW DEC,2011,Mid Year Semi-Annual,,,
ONSLOW DEC,2011,Year End Semi-Annual,,,
ONSLOW DEC,2012,First Quarter,,,
ONSLOW DEC,2012,Fourth Quarter,,,
ONSLOW DEC,2012,Second Quarter,,,
ONSLOW DEC,2012,Third Quarter,,,
ONSLOW DEC,2013,Mid Year Semi-Annual,,,
ONSLOW DEC,2016,First Quarter,,,
ONSLOW DEC,2016,Fourth Quarter,,,
ONSLOW DEC,2016,Second Quarter,,,
ONSLOW DEC,2016,Third Quarter,,,
ONSLOW RBF,2020,First Quarter,,,
ONSLOW REC,2002,First Quarter,X,,
ONSLOW REC,2002,Fourth Quarter,X,,
ONSLOW REC,2002,Interim,X,,
ONSLOW REC,2002,Second Quarter,X,,
ONSLOW REC,2002,Third Quarter,X,,
ONSLOW REC,2003,Mid Year Semi-Annual,,,
ONSLOW REC,2003,Mid Year Semi-Annual,X,,
ONSLOW REC,2003,Year End Semi-Annual,,,
ONSLOW REC,2014,Second Quarter,X,,
ONSLOW REC,2014,Third Quarter,X,,
ONSLOW REC,2019,Year End Semi-Annual,,,
ONSLOW REPUBLICAN EXECUTIVE COMMITTEE BUILDING FUND,2019,Mid Year Semi-Annual,X,,
ONSLOW REPUBLICAN EXECUTIVE COMMITTEE BUILDING FUND,2019,Year End Semi-Annual,,,
ONSLOW RM,2020,Organizational,X,,
ONSLOW RW,2010,First Quarter,,,
ONSLOW RW,2012,Third Quarter,X,,
ONSLOW RW,2014,Fourth Quarter,X,,
ONSLOW YD,2016,Fourth Quarter,,,
ONSLOW YD,2016,Third Quarter,,,
ONSLOW YD,2018,Final,,,
OPPORTUNITY FOR CHANGE,2016,First Quarter,,,
OPPORTUNITY FOR CHANGE,2016,Fourth Quarter,,,
OPPORTUNITY FOR CHANGE,2016,Organizational,,,
OPPORTUNITY FOR CHANGE,2016,Organizational,X,,
OPPORTUNITY FOR CHANGE,2016,Second Quarter,,,
OPPORTUNITY FOR CHANGE,2016,Third Quarter,,,
